Country,No_Point_Helping,Air_Pollution_Industry,Global_Warming_Effect,Gender,Age,Marital_Status,Class,Political_Views,Location
J-Japan,4,1,2,Female,73,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
J-Japan,2,2,1,Female,42,"Marr,liv as mar",Lower middle class,"No party,no preference","Urban,RP:total urb"
J-Japan,1,3,3,Female,57,"Marr,liv as mar",Middle class,"No party,no preference","Urban,RP:total urb"
J-Japan,5,2,2,Female,43,"Marr,liv as mar",Middle class,"No party,no preference","Urban,RP:total urb"
J-Japan,1,2,3,Female,52,"Marr,liv as mar",Lower middle class,"Right,conservative","Urban,RP:total urb"
J-Japan,4,1,1,Female,,"Single,never married",Middle class,"No party,no preference","Urban,RP:total urb"
J-Japan,1,2,2,Female,68,"Single,never married",Lower class,"No party,no preference","Urban,RP:total urb"
J-Japan,1,1,,Female,68,"Marr,liv as mar",,"No party,no preference","Urban,RP:total urb"
J-Japan,2,3,3,Female,62,"Marr,liv as mar",Middle class,"No party,no preference","Urban,RP:total urb"
J-Japan,2,2,,Female,63,Widowed,Middle class,"No party,no preference","Urban,RP:total urb"
J-Japan,2,2,2,Female,68,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
J-Japan,2,3,1,Female,65,"Marr,liv as mar",Middle class,Far left etc,"Urban,RP:total urb"
J-Japan,1,2,2,Female,64,"Marr,liv as mar",Middle class,"No party,no preference","Urban,RP:total urb"
J-Japan,1,3,2,Female,70,Widowed,Middle class,"Right,conservative","Urban,RP:total urb"
J-Japan,4,2,2,Female,70,"Marr,liv as mar",Middle class,"No party,no preference","Urban,RP:total urb"
J-Japan,2,3,3,Female,62,"Marr,liv as mar",Middle class,"No party,no preference","Urban,RP:total urb"
J-Japan,4,2,2,Female,29,"Marr,liv as mar",Middle class,"No party,no preference","Urban,RP:total urb"
J-Japan,4,2,1,Female,52,"Marr,liv as mar",Middle class,Far left etc,"Urban,RP:total urb"
J-Japan,1,2,1,Female,71,"Marr,liv as mar",Middle class,"No party,no preference","Urban,RP:total urb"
J-Japan,2,1,1,Female,63,"Marr,liv as mar",Middle class,"Center,liberal","Urban,RP:total urb"
J-Japan,3,3,,Female,23,"Marr,liv as mar",Lower class,"No party,no preference","Urban,RP:total urb"
J-Japan,5,2,1,Female,45,"Marr,liv as mar",Lower middle class,"No party,no preference","Urban,RP:total urb"
J-Japan,2,2,2,Female,47,Widowed,Lower middle class,"Right,conservative","Urban,RP:total urb"
J-Japan,2,2,2,Female,42,"Marr,liv as mar",,"No party,no preference","Urban,RP:total urb"
J-Japan,3,2,1,Female,33,"Single,never married",Lower middle class,"No party,no preference","Urban,RP:total urb"
J-Japan,2,1,1,Female,34,"Marr,liv as mar",Lower middle class,"Center,liberal","Urban,RP:total urb"
J-Japan,5,1,2,Female,57,"Marr,liv as mar",Lower class,"No party,no preference","Urban,RP:total urb"
J-Japan,1,3,2,Female,43,"Marr,liv as mar",Middle class,"Other,no specific","Urban,RP:total urb"
J-Japan,1,4,4,Female,49,Widowed,Middle class,"No party,no preference","Urban,RP:total urb"
J-Japan,3,2,1,Female,38,"Marr,liv as mar",Upper middle class,"No party,no preference","Urban,RP:total urb"
J-Japan,4,2,2,Female,59,"Marr,liv as mar",Lower middle class,"Center,liberal","Urban,RP:total urb"
J-Japan,4,2,3,Female,29,"Marr,liv as mar",Middle class,"Other,no specific","Urban,RP:total urb"
USA-United States,4,3,1,Male,74,Divorced,Working class,"Left,center left","Rural,RP:total rur"
USA-United States,3,3,3,Male,41,"Single,never married",Working class,"Right,conservative","Rural,RP:total rur"
USA-United States,4,3,3,Male,33,"Single,never married",Middle class,"Center,liberal","Rural,RP:total rur"
USA-United States,4,2,2,Male,35,Divorced,Middle class,"Center,liberal","Rural,RP:total rur"
USA-United States,3,1,2,Male,29,Divorced,Middle class,"Center,liberal","Rural,RP:total rur"
USA-United States,3,2,3,Male,39,Widowed,Middle class,"Center,liberal","Rural,RP:total rur"
USA-United States,4,2,1,Male,42,Divorced,Lower class,"Center,liberal","Rural,RP:total rur"
USA-United States,3,1,1,Male,44,Divorced,Middle class,"Center,liberal","Rural,RP:total rur"
USA-United States,4,3,3,Male,25,Divorced,Working class,"Right,conservative","Rural,RP:total rur"
USA-United States,2,3,,Male,21,"Single,never married",Middle class,"Center,liberal","Rural,RP:total rur"
USA-United States,4,3,,Male,55,"Marr,liv as mar",Middle class,"Left,center left","Rural,RP:total rur"
USA-United States,4,2,3,Male,43,Divorced,Middle class,"Center,liberal","Rural,RP:total rur"
USA-United States,2,3,3,Male,20,"Single,never married",Middle class,"Center,liberal","Rural,RP:total rur"
USA-United States,,,,Male,78,"Marr,liv as mar",Working class,"Center,liberal","Rural,RP:total rur"
USA-United States,4,3,,Male,70,"Marr,liv as mar",Middle class,"Right,conservative","Rural,RP:total rur"
USA-United States,2,3,3,Male,83,Widowed,Middle class,"Right,conservative","Rural,RP:total rur"
USA-United States,5,3,3,Male,30,"Marr,liv as mar",Working class,"Center,liberal","Rural,RP:total rur"
USA-United States,5,2,5,Male,52,"Single,never married",Lower class,"Center,liberal","Rural,RP:total rur"
USA-United States,2,2,3,Male,61,Divorced,Working class,"Left,center left","Rural,RP:total rur"
USA-United States,3,1,3,Male,25,"Single,never married",Working class,"Center,liberal","Rural,RP:total rur"
USA-United States,,,,Male,67,Divorced,Working class,"Left,center left","Rural,RP:total rur"
USA-United States,,3,1,Male,68,Widowed,Middle class,"Center,liberal","Rural,RP:total rur"
USA-United States,2,2,,Male,61,Widowed,Working class,"Left,center left","Rural,RP:total rur"
USA-United States,4,3,3,Male,35,Divorced,Middle class,"Right,conservative","Rural,RP:total rur"
USA-United States,2,1,2,Male,30,"Separated,but married",Working class,"Center,liberal","Rural,RP:total rur"
NL-Netherlands,3,2,3,Male,69,"Marr,liv as mar",,,"Rural,RP:total rur"
NL-Netherlands,3,3,3,Male,58,"Marr,liv as mar",,"Center,liberal","Rural,RP:total rur"
NL-Netherlands,3,2,3,Male,43,"Marr,liv as mar",,Far left etc,"Rural,RP:total rur"
NL-Netherlands,2,,2,Male,46,"Marr,liv as mar",,,"Rural,RP:total rur"
NL-Netherlands,2,2,,Male,30,"Marr,liv as mar",,,"Rural,RP:total rur"
NL-Netherlands,5,2,3,Male,38,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,3,1,3,Male,59,Widowed,,Far left etc,"Rural,RP:total rur"
NL-Netherlands,4,2,3,Male,78,"Marr,liv as mar",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,4,3,3,Male,31,"Single,never married",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,2,2,3,Male,46,"Marr,liv as mar",,"Center,liberal","Rural,RP:total rur"
NL-Netherlands,4,,3,Male,41,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,4,1,3,Male,38,"Marr,liv as mar",,"Center,liberal","Rural,RP:total rur"
NL-Netherlands,2,2,3,Male,59,"Marr,liv as mar",,,"Rural,RP:total rur"
NL-Netherlands,1,4,3,Male,34,"Marr,liv as mar",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,4,2,4,Male,36,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,4,2,3,Male,37,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,2,3,2,Male,47,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,4,3,3,Male,58,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,5,2,,Male,68,"Marr,liv as mar",,"Center,liberal","Rural,RP:total rur"
NL-Netherlands,4,3,2,Male,62,"Marr,liv as mar",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,5,4,4,Male,67,"Marr,liv as mar",,"Center,liberal","Rural,RP:total rur"
NL-Netherlands,4,3,,Male,69,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,4,2,1,Male,37,"Single,never married",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,1,3,2,Male,57,"Marr,liv as mar",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,5,3,1,Male,26,"Single,never married",,,"Rural,RP:total rur"
NL-Netherlands,3,,,Male,79,Widowed,,,"Rural,RP:total rur"
NL-Netherlands,3,2,,Male,36,"Marr,liv as mar",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,5,2,2,Male,29,"Single,never married",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,2,3,3,Male,57,"Marr,liv as mar",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,2,3,,Male,77,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,1,3,3,Male,73,Divorced,,Far left etc,"Rural,RP:total rur"
NL-Netherlands,3,2,1,Male,39,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,4,3,2,Male,29,"Marr,liv as mar",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,2,2,2,Male,43,"Marr,liv as mar",,Far left etc,"Rural,RP:total rur"
NL-Netherlands,4,2,2,Male,35,"Marr,liv as mar",,,"Rural,RP:total rur"
NL-Netherlands,4,2,2,Male,37,"Marr,liv as mar",,"Center,liberal","Rural,RP:total rur"
NL-Netherlands,2,2,3,Male,78,"Marr,liv as mar",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,4,3,3,Male,61,"Marr,liv as mar",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,4,2,2,Male,64,"Marr,liv as mar",,"Center,liberal","Rural,RP:total rur"
NL-Netherlands,3,3,1,Male,68,"Single,never married",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,2,3,4,Male,26,"Single,never married",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,4,2,3,Male,43,"Marr,liv as mar",,"Center,liberal","Rural,RP:total rur"
NL-Netherlands,2,1,2,Male,49,"Marr,liv as mar",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,4,3,4,Male,75,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,2,3,3,Male,32,"Marr,liv as mar",,"Center,liberal","Rural,RP:total rur"
NL-Netherlands,1,2,,Male,60,Divorced,,"Center,liberal","Rural,RP:total rur"
NL-Netherlands,4,3,2,Male,43,"Marr,liv as mar",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,1,4,3,Male,60,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,4,2,3,Male,61,"Marr,liv as mar",,"Other,no specific","Rural,RP:total rur"
NL-Netherlands,2,,,Male,79,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,4,2,2,Male,77,"Marr,liv as mar",,,"Rural,RP:total rur"
NL-Netherlands,3,,,Male,54,"Marr,liv as mar",,,"Rural,RP:total rur"
NL-Netherlands,4,2,2,Male,42,"Marr,liv as mar",,"Center,liberal","Rural,RP:total rur"
NL-Netherlands,4,3,4,Male,39,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,2,2,3,Male,64,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,3,1,3,Male,57,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,4,2,2,Male,65,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,4,3,4,Male,54,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,2,2,3,Male,33,"Single,never married",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,5,1,2,Male,41,"Marr,liv as mar",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,4,3,3,Male,50,"Marr,liv as mar",,"Center,liberal","Rural,RP:total rur"
NL-Netherlands,2,3,2,Male,48,"Marr,liv as mar",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,5,1,1,Male,41,"Marr,liv as mar",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,4,3,3,Male,41,"Marr,liv as mar",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,1,4,,Male,61,"Marr,liv as mar",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,3,3,4,Male,47,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,4,1,2,Male,28,"Single,never married",,Far left etc,"Rural,RP:total rur"
NL-Netherlands,4,2,,Male,60,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,2,1,3,Male,64,Widowed,,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,5,2,3,Male,58,"Marr,liv as mar",,Far left etc,"Rural,RP:total rur"
NL-Netherlands,3,2,2,Male,38,"Single,never married",,"Center,liberal","Rural,RP:total rur"
NL-Netherlands,3,4,3,Male,45,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,,2,3,Male,64,"Marr,liv as mar",,"Center,liberal","Rural,RP:total rur"
NL-Netherlands,3,1,1,Male,60,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,2,2,3,Male,45,Divorced,,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,2,3,3,Male,77,Widowed,,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,2,,,Male,64,"Marr,liv as mar",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,3,3,3,Male,56,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,4,2,4,Male,30,"Marr,liv as mar",,Far left etc,"Rural,RP:total rur"
NL-Netherlands,4,3,3,Male,28,"Single,never married",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,,,2,Male,53,"Marr,liv as mar",,Far left etc,"Rural,RP:total rur"
NL-Netherlands,2,2,2,Male,58,"Marr,liv as mar",,,"Rural,RP:total rur"
NL-Netherlands,,3,,Male,61,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,2,1,4,Male,72,"Marr,liv as mar",,,"Rural,RP:total rur"
NL-Netherlands,2,2,2,Male,44,Divorced,,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,2,2,2,Male,41,"Marr,liv as mar",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,2,3,5,Male,37,Divorced,,"Left,center left","Rural,RP:total rur"
NL-Netherlands,2,4,5,Male,62,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,2,3,3,Male,74,"Marr,liv as mar",,"Center,liberal","Rural,RP:total rur"
NL-Netherlands,5,3,3,Male,74,"Marr,liv as mar",,"Center,liberal","Rural,RP:total rur"
NL-Netherlands,5,1,5,Male,39,"Single,never married",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,3,2,3,Male,65,"Marr,liv as mar",,"Center,liberal","Rural,RP:total rur"
NL-Netherlands,3,3,3,Male,34,"Marr,liv as mar",,,"Rural,RP:total rur"
NL-Netherlands,4,2,2,Male,39,"Marr,liv as mar",,,"Rural,RP:total rur"
NL-Netherlands,4,3,4,Male,59,"Marr,liv as mar",,,"Rural,RP:total rur"
NL-Netherlands,2,3,4,Male,66,"Marr,liv as mar",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,5,2,2,Male,38,"Single,never married",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,4,2,1,Male,63,"Marr,liv as mar",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,4,2,3,Male,32,"Marr,liv as mar",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,5,2,2,Male,41,"Marr,liv as mar",,Far left etc,"Rural,RP:total rur"
NL-Netherlands,5,1,2,Male,20,"Marr,liv as mar",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,3,3,2,Male,31,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,5,2,2,Male,26,"Single,never married",,,"Rural,RP:total rur"
NL-Netherlands,2,3,3,Male,43,"Marr,liv as mar",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,2,3,3,Male,28,"Marr,liv as mar",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,4,2,3,Male,34,"Marr,liv as mar",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,3,2,3,Male,62,"Marr,liv as mar",,"Center,liberal","Rural,RP:total rur"
NL-Netherlands,4,2,2,Male,47,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,4,2,3,Male,65,"Marr,liv as mar",,Far left etc,"Rural,RP:total rur"
NL-Netherlands,3,2,2,Male,38,"Single,never married",,"Other,no specific","Rural,RP:total rur"
NL-Netherlands,2,3,3,Male,45,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,1,2,3,Male,27,"Single,never married",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,4,3,4,Male,45,"Marr,liv as mar",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,3,3,4,Male,21,"Single,never married",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,2,3,,Male,55,"Marr,liv as mar",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,3,3,3,Male,21,"Single,never married",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,4,2,3,Male,27,"Single,never married",,Far left etc,"Rural,RP:total rur"
NL-Netherlands,4,2,2,Male,49,"Marr,liv as mar",,,"Rural,RP:total rur"
NL-Netherlands,3,2,2,Male,20,"Single,never married",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,4,4,4,Male,20,"Single,never married",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,4,2,3,Male,30,"Single,never married",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,2,2,4,Male,49,"Marr,liv as mar",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,4,3,3,Male,26,"Single,never married",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,4,2,2,Male,21,"Single,never married",,Far left etc,"Rural,RP:total rur"
NL-Netherlands,2,2,2,Male,52,Divorced,,"Left,center left","Rural,RP:total rur"
NL-Netherlands,2,2,2,Male,,"Single,never married",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,4,3,3,Male,17,"Single,never married",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,4,3,3,Male,19,"Single,never married",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,4,4,1,Male,24,"Single,never married",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,,,4,Male,17,"Single,never married",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,4,2,2,Male,20,"Single,never married",,Far left etc,"Rural,RP:total rur"
NL-Netherlands,2,3,4,Male,52,"Marr,liv as mar",,"Center,liberal","Rural,RP:total rur"
NL-Netherlands,3,3,1,Male,20,"Single,never married",,"Center,liberal","Rural,RP:total rur"
NL-Netherlands,2,2,3,Male,47,"Marr,liv as mar",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,2,3,3,Male,,"Single,never married",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,3,1,3,Male,24,"Single,never married",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,3,2,2,Male,35,"Marr,liv as mar",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,2,2,3,Male,42,"Marr,liv as mar",,"Center,liberal","Rural,RP:total rur"
NL-Netherlands,2,3,3,Male,46,"Marr,liv as mar",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,4,2,2,Male,,"Single,never married",,,"Rural,RP:total rur"
NL-Netherlands,4,2,2,Male,34,"Marr,liv as mar",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,3,3,4,Male,66,"Marr,liv as mar",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,4,3,3,Male,23,"Single,never married",,,"Rural,RP:total rur"
NL-Netherlands,3,1,5,Male,29,"Single,never married",,Far left etc,"Rural,RP:total rur"
NL-Netherlands,2,1,2,Male,40,"Marr,liv as mar",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,4,2,3,Male,59,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,,3,,Male,24,"Single,never married",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,4,1,2,Male,66,"Marr,liv as mar",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,4,3,3,Male,37,"Single,never married",,Far left etc,"Rural,RP:total rur"
NL-Netherlands,2,1,3,Male,46,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,3,3,3,Male,51,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,5,3,3,Male,64,"Marr,liv as mar",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,2,2,3,Male,,"Single,never married",,,"Rural,RP:total rur"
NL-Netherlands,2,2,3,Male,50,"Marr,liv as mar",,,"Rural,RP:total rur"
NL-Netherlands,2,1,1,Male,,"Single,never married",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,3,2,4,Male,32,"Single,never married",,,"Rural,RP:total rur"
NL-Netherlands,2,,2,Male,55,"Marr,liv as mar",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,3,3,3,Male,22,"Single,never married",,,"Rural,RP:total rur"
NL-Netherlands,2,2,2,Male,44,"Marr,liv as mar",,Far left etc,"Rural,RP:total rur"
NL-Netherlands,2,3,3,Male,46,"Marr,liv as mar",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,5,1,2,Male,67,"Marr,liv as mar",,Far left etc,"Rural,RP:total rur"
NL-Netherlands,3,3,3,Male,70,"Marr,liv as mar",,"Right,conservative","Rural,RP:total rur"
